"amet, risus. Donec",sagittis. Duis gravida. Praesent eu nulla at sem molestie,199,10,1
lorem.,"vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non, bibendum sed, est. Nunc laoreet lectus quis massa. Mauris vestibulum, neque sed dictum eleifend,",423,8,3
eu sem.,Morbi,204,10,5
viverra. Maecenas iaculis,Integer aliquam adipiscing lacus. Ut nec urna et,147,1,7
"eu, accumsan sed,",In nec,8,9,2
parturient,"varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc",9,1,3
velit,enim.,245,2,6
arcu,"sodales. Mauris blandit enim consequat purus. Maecenas libero est, congue a, aliquet vel, vulputate eu, odio. Phasellus at augue id ante dictum cursus. Nunc mauris elit, dictum",487,3,3
et,"est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci.",36,6,2
"mauris elit,","viverra. Donec tempus, lorem fringilla ornare placerat, orci lacus vestibulum lorem, sit",233,8,3
Quisque,"dui, nec tempus mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec metus",584,4,1
pulvinar arcu et,"Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce",84,8,6
vel,eu enim. Etiam imperdiet dictum magna.,242,7,6
sed tortor. Integer,"diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam erat",93,9,4
Cum sociis,dolor,118,4,1
Mauris,ipsum primis,395,10,1
"Donec tempor, est",suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices,213,1,2
dui. Fusce,"turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed sem egestas blandit. Nam nulla magna, malesuada",427,1,5
lacinia,"lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue,",98,6,7
sagittis.,enim non nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus. Donec egestas. Aliquam nec enim. Nunc ut erat. Sed,587,9,6
et magnis,"tellus eu augue porttitor interdum. Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis,",277,7,4
ultrices. Vivamus rhoncus.,"dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu",228,10,7
"lobortis quis, pede.","amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur",136,3,4
auctor odio a,diam. Pellentesque habitant morbi tristique senectus et netus,564,3,2
aliquet.,"tristique aliquet. Phasellus fermentum convallis ligula. Donec luctus aliquet odio. Etiam ligula tortor, dictum",487,6,4
"at, velit. Cras","eget mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum.",114,4,5
egestas.,"et pede. Nunc sed orci lobortis augue scelerisque mollis. Phasellus libero mauris,",517,7,4
sed,"mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut, molestie",421,1,5
sed,"nec ante. Maecenas mi felis, adipiscing fringilla, porttitor vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo",546,3,2
Nulla interdum. Curabitur,Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel,539,3,2
Lorem,Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a,125,8,7
"aliquam eu,","ornare, lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing fringilla, porttitor",181,10,2
lacus. Aliquam rutrum,"pretium aliquet, metus urna convallis erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel, venenatis",177,8,5
mauris. Integer sem,"a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla eu neque pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit in aliquet lobortis, nisi nibh lacinia",87,8,1
magnis dis,"Nunc laoreet lectus quis massa. Mauris vestibulum, neque sed dictum eleifend, nunc risus varius orci, in consequat enim diam vel arcu. Curabitur ut odio vel est tempor bibendum. Donec",320,2,6
Donec nibh,"Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus nibh dolor, nonummy ac, feugiat non, lobortis quis, pede. Suspendisse dui.",37,10,3
lobortis quam a,Cras eget,235,3,7
"semper,",ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris,147,5,1
ac,commodo ipsum. Suspendisse,462,3,4
enim,"consequat, lectus",20,1,3
diam. Duis mi,"viverra. Donec tempus,",550,10,2
pede nec,velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod,184,1,7
"ornare,",libero,504,6,2
enim.,hendrerit.,537,6,3
"varius et,",nec luctus felis purus ac tellus. Suspendisse sed dolor. Fusce,121,4,1
Pellentesque ultricies,Duis gravida. Praesent eu nulla at sem molestie sodales. Mauris blandit enim,122,8,6
auctor odio a,ad litora,154,4,1
"dis parturient montes,","lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc id enim. Curabitur massa. Vestibulum accumsan neque et nunc. Quisque ornare tortor at",579,10,5
ante. Vivamus,"eget, venenatis a, magna. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a",532,1,1
"dolor quam, elementum",sem,500,6,5
et ultrices posuere,"Maecenas libero est, congue a, aliquet vel, vulputate eu, odio.",358,5,7
eu sem.,varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla,194,8,5
metus facilisis lorem,dui. Suspendisse ac metus vitae velit egestas lacinia. Sed,555,8,7
enim,"gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus,",571,3,4
egestas,"Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero.",381,4,7
pellentesque massa,"Quisque libero lacus, varius et, euismod",105,5,3
sem molestie sodales.,"augue eu tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu",348,4,1
eu augue,"orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt",237,4,3
in faucibus orci,"nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing",189,3,2
aliquam eros turpis,"et magnis dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam",496,4,3
ac mattis,"id, erat. Etiam vestibulum massa rutrum magna.",172,4,6
ac nulla.,"lectus. Nullam suscipit, est ac facilisis facilisis, magna tellus faucibus leo, in lobortis tellus justo sit amet nulla. Donec non justo. Proin non",230,7,1
a feugiat,"non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget,",538,1,1
malesuada. Integer,"elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer",218,2,3
Sed,orci tincidunt adipiscing. Mauris molestie pharetra nibh.,511,1,6
odio,amet risus. Donec,427,3,3
ipsum. Donec,"sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent",169,10,7
magnis,nunc interdum,499,9,3
magna. Phasellus,"sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque",277,10,5
Fusce,"pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper,",375,7,1
lobortis augue scelerisque,"tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus. Mauris non dui nec urna suscipit nonummy. Fusce",40,8,3
a feugiat,neque venenatis lacus. Etiam bibendum fermentum metus. Aenean,32,2,1
"in, tempus",sem. Nulla interdum. Curabitur dictum. Phasellus in felis.,282,8,3
ante dictum,"sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et,",288,3,4
pretium,quam vel,247,5,2
Nulla facilisi.,"adipiscing, enim mi",306,2,5
"convallis, ante","laoreet,",305,5,6
"facilisis non,","ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc sed pede. Cum sociis natoque penatibus et magnis",302,6,5
dolor.,"dictum cursus. Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris sit amet",42,10,5
turpis. In,"semper rutrum. Fusce dolor quam, elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar arcu",272,4,2
magna.,"imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet",287,5,6
dolor,"ante. Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt orci quis lectus. Nullam suscipit, est",491,9,5
ligula.,"ut ipsum ac mi eleifend egestas. Sed pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu",479,5,4
"nostra, per inceptos",vitae erat vel pede blandit congue. In,492,1,4
Phasellus vitae,nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula. Donec luctus,4,1,2short_description,description,customer_user,case_employee,status
Sed neque.,"lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus quis diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos",197,5,6
Cum,"egestas. Sed pharetra, felis eget varius ultrices, mauris",462,8,5
Mauris,tellus id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula. Donec,156,9,7
erat vitae,"tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo",596,2,1
Phasellus fermentum convallis,"posuere cubilia Curae; Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat auctor, nunc",432,4,6
conubia,"lorem fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies sem magna nec quam. Curabitur vel",269,9,7
pede.,accumsan neque,196,5,2
nisl. Maecenas,Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula,533,6,4
non,"sagittis felis. Donec tempor, est ac mattis semper, dui lectus rutrum urna,",130,2,3
justo. Proin non,justo. Proin non massa non,373,5,6
facilisis.,"sem semper erat, in consectetuer ipsum nunc id enim. Curabitur massa. Vestibulum accumsan neque et",42,4,4
dui.,"et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit",87,6,2
lacus. Aliquam rutrum,"libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla",278,8,4
blandit mattis.,morbi tristique senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet magna a neque. Nullam ut nisi,325,3,4
magna,faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi,532,9,4
ut ipsum ac,"ullamcorper. Duis cursus, diam at pretium aliquet, metus urna convallis erat, eget",336,1,6
Donec,"ante bibendum ullamcorper. Duis cursus, diam at pretium aliquet, metus urna convallis erat, eget tincidunt dui augue eu tellus. Phasellus elit pede, malesuada vel, venenatis vel,",12,2,2
Phasellus,"rutrum non, hendrerit id, ante. Nunc mauris sapien, cursus in, hendrerit",10,8,3
tortor,Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam.,504,5,6
"iaculis nec, eleifend",consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In,349,1,4
tincidunt nibh.,"sit amet risus. Donec egestas. Aliquam nec enim. Nunc ut erat. Sed nunc est, mollis non, cursus",209,2,1
metus. Aenean sed,"est, vitae",133,8,7
in molestie tortor,"pede. Nunc sed orci lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis vitae,",273,7,6
"sit amet,","risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus. Mauris non dui nec",230,4,5
Nulla semper tellus,egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed malesuada,583,7,3
quam. Pellentesque habitant,Morbi accumsan,534,10,6
Proin,"nisi nibh lacinia orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt",401,1,5
porttitor interdum. Sed,"diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet,",370,2,3
quis arcu vel,Morbi non sapien molestie orci tincidunt adipiscing. Mauris,224,5,4
"non, lacinia at,","turpis. Nulla aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed",359,4,1
velit,felis. Nulla tempor,418,6,7
gravida mauris ut,"amet, dapibus id, blandit at, nisi. Cum sociis natoque penatibus et magnis dis parturient",399,6,3
a odio,"vitae velit egestas lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget ipsum. Suspendisse sagittis.",317,9,7
luctus,"vel est tempor bibendum. Donec felis orci, adipiscing non, luctus sit amet, faucibus ut, nulla. Cras eu tellus eu augue porttitor interdum. Sed auctor odio",346,9,6
sed consequat,"non nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus. Donec egestas. Aliquam nec enim. Nunc ut erat. Sed nunc est,",73,2,2
eleifend.,"et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam",440,4,4
risus quis,"In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor erat neque non quam. Pellentesque habitant morbi",142,5,5
eu augue porttitor,"eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem fringilla ornare",248,6,5
sed,luctus lobortis. Class aptent taciti sociosqu ad litora torquent per,158,7,3
purus gravida sagittis.,"ipsum ac mi eleifend egestas. Sed pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam",91,10,1
lacinia mattis. Integer,"pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes,",563,10,2
tincidunt,"molestie in, tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante",399,4,7
penatibus et magnis,"Duis elementum, dui quis accumsan convallis,",435,1,6
lacus. Cras interdum.,tellus justo sit amet nulla. Donec,101,1,2
Pellentesque habitant morbi,"tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing,",518,2,7
tortor nibh,"torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus.",65,5,1
nunc ac mattis,"eget, venenatis a, magna. Lorem",551,8,7
placerat.,eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum,48,5,2
risus. In mi,eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam fringilla cursus purus.,312,9,7
lorem ac,"non, sollicitudin a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras",127,6,2
pede blandit,"ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo.",370,8,5
ipsum primis,"dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes,",106,9,2
"aliquam eu, accumsan","dictum mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing fringilla, porttitor vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum.",96,2,7
Quisque varius.,"lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris,",26,5,6
elit.,"justo faucibus lectus, a sollicitudin",480,3,3
sagittis.,In at pede. Cras vulputate,311,3,1
Morbi metus.,Suspendisse tristique neque,192,6,1
natoque penatibus et,"feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet posuere, enim nisl",514,5,1
tempor,et ultrices posuere cubilia Curae; Phasellus ornare. Fusce mollis. Duis sit amet diam eu,333,6,5
In faucibus. Morbi,"lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate velit eu sem. Pellentesque ut ipsum ac",321,7,2
"lobortis,","sagittis augue, eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque",355,5,7
Quisque,"metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula. Donec luctus aliquet odio. Etiam ligula tortor, dictum",342,3,5
dapibus gravida. Aliquam,"dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna.",453,7,7
"malesuada ut,","erat. Sed nunc est, mollis non, cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin eget",383,9,1
dui. Fusce diam,"fermentum convallis ligula. Donec luctus aliquet odio. Etiam ligula tortor, dictum eu, placerat eget, venenatis a, magna. Lorem",316,3,3
"montes,","nulla. Cras eu tellus eu augue porttitor interdum. Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis, ante lectus convallis est, vitae sodales nisi magna",193,6,7
"mauris, rhoncus id,","non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida",344,5,6
sit amet,"lacinia. Sed congue, elit sed",127,6,4
sem ut,"Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non, bibendum sed, est. Nunc laoreet lectus quis massa. Mauris vestibulum, neque sed dictum eleifend, nunc risus varius orci,",65,4,4
"dui, nec tempus",vestibulum. Mauris magna. Duis dignissim tempor arcu.,475,8,2
Curabitur,"est,",23,10,4
ipsum,"orci, adipiscing non, luctus sit amet, faucibus ut, nulla. Cras eu tellus eu augue porttitor interdum. Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis,",506,4,4
Donec luctus aliquet,"pharetra, felis eget varius",310,4,6
pede blandit,"elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris sapien,",579,9,3
"sed,","et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc id",123,2,2
"ultrices a, auctor",Vivamus sit amet risus. Donec egestas.,540,6,3
Cum,eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus,469,8,4
lorem fringilla,"iaculis nec,",13,6,5
nisi.,sit amet,268,6,4
pellentesque,turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada.,529,9,3
ultrices,"id risus quis diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam",511,7,2
et magnis,nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus ornare. Fusce mollis. Duis sit,205,6,1
sed pede.,"lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse",121,1,3
porttitor,"dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus",446,1,1
elit.,"diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra,",430,8,6
bibendum,quam dignissim,438,6,2
dolor. Nulla,"non, bibendum sed, est. Nunc laoreet lectus quis",271,8,3
"lorem, vehicula et,",Vivamus sit amet risus. Donec,484,4,3
Mauris eu turpis.,"convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie",415,6,7
dictum,"sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a,",88,9,4
quis diam luctus,"nostra, per inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis",242,4,4
aliquam,imperdiet dictum,442,3,6
elit,"laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer",106,7,7
"a,",mauris. Morbi non sapien molestie,559,4,3
ut,"dis parturient montes, nascetur ridiculus mus. Donec dignissim",537,3,5
Nulla eu,"elit sed consequat auctor, nunc nulla vulputate",536,3,3
urna. Ut,"dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate",69,5,1
libero,"sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros turpis non enim. Mauris quis turpis vitae purus gravida sagittis.",549,9,2
facilisis,"mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis vitae, orci. Phasellus dapibus quam",316,2,6
leo. Cras vehicula,"neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet posuere, enim nisl elementum",200,1,2short_description,description,customer_user,case_employee,status
magna,"dapibus id, blandit at, nisi. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla",148,1,4
magna. Phasellus dolor,"sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt orci quis lectus.",70,8,6
lorem.,"sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in",433,7,7
et magnis dis,"amet luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc id enim. Curabitur massa. Vestibulum",377,6,3
nunc interdum feugiat.,"congue, elit sed consequat auctor, nunc nulla vulputate dui, nec",264,8,1
Nunc sed,"sit amet, risus. Donec nibh",327,9,6
enim mi,non lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa.,133,4,1
gravida,"lorem eu metus. In lorem. Donec elementum,",313,10,5
"ut,","amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet posuere, enim nisl elementum purus, accumsan",271,2,7
"quam,","Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",338,2,6
blandit mattis. Cras,est arcu ac orci. Ut,26,8,7
risus,ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque,554,8,1
Proin mi. Aliquam,"pede et risus. Quisque libero lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper erat,",425,4,5
Nam,"eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida",281,3,2
ad,nascetur ridiculus,96,2,5
et netus,arcu. Aliquam ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget,282,2,5
sit amet,"lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis vitae, orci. Phasellus dapibus quam quis diam.",329,9,2
gravida,erat nonummy,13,8,5
"Nam ligula elit,","vehicula risus. Nulla eget metus eu erat semper rutrum. Fusce dolor quam, elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed orci lobortis augue scelerisque",36,4,3
molestie tortor,mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam.,226,2,6
faucibus,"non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis",408,10,2
purus gravida,"ornare. Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque",45,7,7
ornare,"justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non,",486,8,4
et nunc.,diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat.,149,3,1
"nostra,","cursus, diam at pretium aliquet, metus urna convallis erat, eget",58,9,2
velit. Aliquam,at fringilla purus mauris a nunc. In at pede. Cras vulputate velit eu,433,9,1
Mauris ut,"interdum. Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis, ante lectus convallis est, vitae sodales nisi magna sed",561,4,1
aliquet,risus quis diam luctus lobortis. Class aptent taciti sociosqu ad,458,7,3
ac metus vitae,elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec,176,7,6
"Fusce mi lorem,",vestibulum massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt,287,1,7
"dolor sit amet,","leo elementum sem, vitae aliquam eros turpis non enim.",256,1,5
odio. Etiam ligula,"Cras dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis",315,8,1
adipiscing. Mauris molestie,"Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas mi felis,",359,3,6
commodo tincidunt nibh.,convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt vehicula risus. Nulla eget metus,318,10,3
ac mi,"hendrerit consectetuer, cursus et, magna. Praesent",105,9,3
vulputate mauris,"convallis ligula. Donec luctus aliquet odio. Etiam ligula tortor, dictum eu, placerat eget, venenatis",551,4,2
a neque. Nullam,justo sit amet nulla. Donec non justo. Proin non massa non ante bibendum ullamcorper.,385,1,4
Quisque,"ante. Vivamus non lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse",404,10,1
